RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,1,Henrik Stenson,60,73.51,741,1008,-0.26
2,2,Sam Ryder,82,72.08,1038,1440,-0.26
3,4,Billy Horschel,86,71.75,1059,1476,-0.28
4,3,Kevin Streelman,94,71.56,1185,1656,-0.24
5,5,C.T. Pan,104,71.2,1256,1764,-0.26
6,6,Kyle Stanley,93,71.09,1126,1584,-0.26
7,8,Patrick Cantlay,87,70.69,1018,1440,-0.27
8,9,Adam Scott,78,70.66,992,1404,-0.25
9,13,Dustin Johnson,77,70.57,940,1332,-0.37
10,11,J.J. Henry,81,70.52,952,1350,-0.21
11,7,Gary Woodland,96,70.51,1155,1638,-0.27
T12,T14,Jordan Spieth,81,70.47,964,1368,-0.29
T12,T14,Andrew Putnam,97,70.47,1129,1602,-0.24
14,16,Jason Kokrak,99,70.37,1254,1782,-0.28
15,17,Brett Stegmaier,67,70.31,772,1098,-0.26
16,10,Francesco Molinari,73,70.24,885,1260,-0.26
17,18,Corey Conners,97,70.19,1175,1674,-0.24
18,12,Tony Finau,105,70.18,1238,1764,-0.32
19,19,Rafa Cabrera Bello,75,70.16,884,1260,-0.27
20,21,Jon Rahm,71,70.12,833,1188,-0.31
21,20,Michael Thompson,62,70.11,732,1044,-0.26
22,22,Blayne Barber,69,69.98,844,1206,-0.26
23,27,Justin Rose,70,69.95,831,1188,-0.32
24,24,Scott Piercy,84,69.72,1004,1440,-0.24
T25,26,Tyler Duncan,97,69.65,1166,1674,-0.24
T25,23,Bryson DeChambeau,93,69.65,1166,1674,-0.3
27,29,Russell Knox,94,69.57,1127,1620,-0.24
28,30,Cameron Percy,56,69.56,626,900,-0.29
29,25,Rickie Fowler,74,69.52,926,1332,-0.3
30,32,J.J. Spaun,85,69.48,988,1422,-0.28
31,33,Keith Mitchell,99,69.42,1212,1746,-0.28
32,31,Tommy Fleetwood,73,69.36,824,1188,-0.32
33,34,Charles Howell III,104,69.33,1248,1800,-0.26
34,38,Hideki Matsuyama,75,69.29,898,1296,-0.3
35,37,Brendan Steele,74,69.24,835,1206,-0.24
36,28,Keegan Bradley,98,69.18,1158,1674,-0.27
37,39,Patton Kizzire,92,69.04,1106,1602,-0.27
38,40,Hudson Swafford,73,68.99,832,1206,-0.25
39,41,Hunter Mahan,67,68.96,782,1134,-0.28
40,42,David Hearn,66,68.89,744,1080,-0.26
41,43,Emiliano Grillo,94,68.84,1140,1656,-0.28
42,44,Joel Dahmen,93,68.82,1053,1530,-0.26
43,47,Aaron Wise,90,68.81,1090,1584,-0.29
44,45,Ryan Moore,78,68.8,966,1404,-0.26
T45,46,Russell Henley,77,68.77,916,1332,-0.26
T45,49,Justin Thomas,91,68.77,1015,1476,-0.33
47,48,Chez Reavie,93,68.67,1063,1548,-0.27
48,50,Shane Lowry,64,68.65,692,1008,-0.25
49,51,Stewart Cink,87,68.58,1074,1566,-0.27
50,52,Bronson Burgoon,69,68.44,850,1242,-0.28
51,53,Luke List,98,68.36,1169,1710,-0.27
52,54,J.T. Poston,73,68.31,873,1278,-0.28
53,55,James Hahn,85,68.29,1008,1476,-0.26
54,36,Brooks Koepka,64,68.28,762,1116,-0.31
55,56,Chris Kirk,108,68.24,1302,1908,-0.27
56,57,Ryan Armour,109,68.22,1314,1926,-0.25
57,35,Bubba Watson,90,68.21,970,1422,-0.28
58,58,Nate Lashley,51,68.2,577,846,-0.24
59,59,Jonathan Byrd,70,68.19,761,1116,-0.25
60,60,Denny McCarthy,71,68.17,773,1134,-0.26
T61,T62,Nicholas Lindheim,77,68.04,845,1242,-0.26
T61,T62,Adam Hadwin,92,68.04,1090,1602,-0.25
63,64,Byeong Hun An,86,67.99,1028,1512,-0.26
64,65,Nick Watney,94,67.96,1101,1620,-0.28
65,66,Beau Hossler,104,67.95,1272,1872,-0.29
66,61,Webb Simpson,95,67.93,1125,1656,-0.29
67,67,Adam Schenk,86,67.92,978,1440,-0.24
68,68,Peter Uihlein,83,67.88,953,1404,-0.27
69,69,Johnson Wagner,75,67.87,843,1242,-0.28
70,70,Fabián Gómez,88,67.86,1026,1512,-0.25
71,71,Rory Sabbatini,91,67.85,1087,1602,-0.26
72,72,Paul Casey,74,67.84,867,1278,-0.27
73,73,Harold Varner III,91,67.79,1086,1602,-0.25
74,74,Pat Perez,82,67.78,915,1350,-0.27
75,75,Chesson Hadley,103,67.68,1206,1782,-0.3
76,76,Nick Taylor,94,67.65,1096,1620,-0.24
T77,T77,Brian Harman,94,67.59,1095,1620,-0.26
T77,T77,William McGirt,84,67.59,949,1404,-0.24
79,79,Shawn Stefani,76,67.49,899,1332,-0.27
80,81,Zach Johnson,94,67.43,1056,1566,-0.29
81,82,Lanto Griffin,80,67.42,898,1332,-0.27
82,80,Tiger Woods,68,67.4,825,1224,-0.3
T83,T83,Lucas Glover,65,67.12,737,1098,-0.24
T83,T83,Brian Stuard,103,67.12,1172,1746,-0.25
85,85,Stephan Jaeger,81,67.11,906,1350,-0.25
86,86,Branden Grace,67,67.1,773,1152,-0.27
87,87,Tom Lovelady,87,67.08,978,1458,-0.29
88,88,Xinjun Zhang,81,67.04,905,1350,-0.24
89,89,Vaughn Taylor,83,67.02,953,1422,-0.27
90,90,Ian Poulter,73,67.01,772,1152,-0.26
91,92,Richy Werenski,98,66.97,1109,1656,-0.26
92,93,Daniel Berger,81,66.89,915,1368,-0.26
93,94,Kevin Tway,110,66.88,1252,1872,-0.29
94,95,Matt Kuchar,88,66.81,962,1440,-0.27
95,96,Brice Garnett,99,66.78,1142,1710,-0.26
96,91,Marc Leishman,93,66.67,1080,1620,-0.3
97,97,Steve Wheatcroft,60,66.57,695,1044,-0.26
98,98,Charley Hoffman,87,66.53,958,1440,-0.27
99,99,Kevin Chappell,77,66.52,886,1332,-0.27
100,100,Austin Cook,107,66.51,1281,1926,-0.27
T101,T101,Abraham Ancer,98,66.49,1149,1728,-0.27
T101,T101,Matt Jones,70,66.49,742,1116,-0.27
103,103,Zac Blair,64,66.48,694,1044,-0.27
104,104,Tyrrell Hatton,58,66.46,646,972,-0.24
105,105,Martin Flores,92,66.34,1027,1548,-0.26
106,109,Rory McIlroy,64,66.3,728,1098,-0.31
107,106,Conrad Shindler,60,66.27,668,1008,-0.26
108,107,Ryan Blaum,81,66.1,928,1404,-0.27
109,108,Mackenzie Hughes,80,66.01,903,1368,-0.27
110,110,Martin Laird,73,65.9,771,1170,-0.29
111,111,John Huh,94,65.8,1066,1620,-0.29
112,112,Louis Oosthuizen,62,65.74,639,972,-0.23
113,113,Brandon Harkins,101,65.67,1123,1710,-0.31
T114,T114,Patrick Rodgers,97,65.65,1099,1674,-0.28
T114,T114,Scott Brown,102,65.65,1158,1764,-0.27
116,116,Andrew Landry,82,65.63,945,1440,-0.27
117,117,Scott Stallings,96,65.62,1063,1620,-0.26
118,118,Ryan Palmer,69,65.61,744,1134,-0.3
119,121,Xander Schauffele,96,65.59,1098,1674,-0.29
120,119,Chad Campbell,87,65.54,932,1422,-0.21
121,120,Cameron Tringale,67,65.52,743,1134,-0.23
T122,T122,Kevin Kisner,89,65.38,918,1404,-0.28
T122,T122,Trey Mullinax,75,65.38,812,1242,-0.29
T124,T124,Jason Day,75,65.28,799,1224,-0.33
T124,T124,Robert Garrigus,80,65.28,893,1368,-0.26
126,T126,J.B. Holmes,77,65.26,881,1350,-0.28
127,129,Tyrone Van Aswegen,101,65.23,1092,1674,-0.26
T128,T130,Seamus Power,86,65.17,915,1404,-0.27
T128,T130,Jhonattan Vegas,92,65.17,1044,1602,-0.25
130,132,Troy Merritt,89,65.16,997,1530,-0.29
131,133,Danny Lee,88,65.05,1007,1548,-0.29
132,134,Brandt Snedeker,84,65.04,960,1476,-0.29
133,135,Sam Saunders,80,65.02,866,1332,-0.3
134,136,Ben Silverman,90,64.95,982,1512,-0.27
135,137,Robert Streb,78,64.94,865,1332,-0.24
136,138,Alex Noren,67,64.91,701,1080,-0.28
T137,139,Ben Crane,65,64.88,689,1062,-0.26
T137,T126,Phil Mickelson,90,64.88,1016,1566,-0.34
139,140,Ethan Tracy,72,64.87,794,1224,-0.26
140,141,Bill Haas,76,64.79,863,1332,-0.23
141,142,Anirban Lahiri,82,64.7,955,1476,-0.27
142,128,Kevin Na,91,64.66,1001,1548,-0.31
143,143,Jamie Lovemark,92,64.65,1024,1584,-0.29
144,144,Matt Every,79,64.59,872,1350,-0.26
145,145,Brian Gay,103,64.52,1173,1818,-0.3
146,146,Graeme McDowell,67,64.5,685,1062,-0.24
147,148,Bud Cauley,55,64.26,613,954,-0.26
148,149,Jason Dufner,71,64.24,740,1152,-0.24
149,150,Rob Oppenheim,74,64.05,784,1224,-0.26
150,151,Ben Martin,64,63.98,737,1152,-0.28
151,152,Sean O'Hair,67,63.84,724,1134,-0.27
152,153,Kelly Kraft,94,63.83,1057,1656,-0.25
153,154,Si Woo Kim,108,63.78,1194,1872,-0.27
154,155,Alex Cejka,77,63.77,792,1242,-0.27
155,156,Ricky Barnes,65,63.75,677,1062,-0.32
156,157,Roberto Díaz,72,63.73,780,1224,-0.23
157,158,Zecheng Dou,53,63.72,562,882,-0.21
158,159,Tom Hoge,101,63.62,1065,1674,-0.28
159,160,Talor Gooch,78,63.58,824,1296,-0.26
160,147,Patrick Reed,94,63.57,984,1548,-0.3
161,161,Whee Kim,93,63.55,1018,1602,-0.29
162,162,Matt Atkins,56,63.46,594,936,-0.26
163,163,Aaron Baddeley,84,63.39,890,1404,-0.26
164,164,Harris English,84,63.32,889,1404,-0.29
165,165,Sung Kang,89,63.2,967,1530,-0.28
166,166,Jim Furyk,50,63.19,546,864,-0.23
167,167,Cameron Smith,85,63.18,887,1404,-0.3
T168,T168,David Lingmerth,82,63.03,885,1404,-0.3
T168,T168,"Ted Potter, Jr.",87,63.03,987,1566,-0.27
170,170,Billy Hurley III,70,63.02,726,1152,-0.25
171,171,Peter Malnati,87,62.99,941,1494,-0.3
172,172,Chris Stroud,81,62.94,827,1314,-0.27
173,173,Ollie Schniederjans,91,62.77,983,1566,-0.31
174,174,Rod Pampling,62,62.64,654,1044,-0.23
175,175,Grayson Murray,72,62.5,810,1296,-0.3
176,176,Cody Gribble,71,62.48,731,1170,-0.28
177,177,Kyle Thompson,50,62.44,517,828,-0.22
178,178,Kiradech Aphibarnrat,51,62.2,515,828,-0.27
