RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,1,Joe Durant,62,74.09,552,745
2,2,Tim Clark,81,74.06,805,1087
3,3,Scott McCarron,91,73.32,929,1267
4,4,David Toms,98,73.26,959,1309
5,5,Kirk Triplett,60,72.62,602,829
6,8,Brian Gay,96,72.24,929,1286
7,6,Heath Slocum,95,71.99,910,1264
8,7,Bart Bryant,58,71.9,540,751
9,9,Chris Riley,77,71.49,707,989
10,10,Zach Johnson,94,71.47,922,1290
11,11,Scott Verplank,88,71.4,839,1175
12,17,Darron Stiles,52,71.3,477,669
13,12,Jeff Klauk,97,71.19,939,1319
14,15,Corey Pavin,73,70.95,640,902
15,14,Mark Brooks,55,70.86,462,652
16,13,Patrick Sheehan,51,70.62,423,599
17,18,Tom Lehman,55,70.52,500,709
18,16,Jason Bohn,88,70.45,863,1225
19,23,Chez Reavie,81,70.19,758,1080
20,20,Billy Mayfair,83,70.01,810,1157
T21,19,Glen Day,79,69.95,689,985
T21,24,Brandt Snedeker,81,69.95,752,1075
23,26,Colt Knost,71,69.83,611,875
24,21,Alex Cejka,82,69.8,749,1073
25,22,Jim Furyk,86,69.66,806,1157
26,27,Jay Williamson,69,69.61,591,849
27,25,Kent Jones,73,69.28,627,905
28,29,Mark Wilson,99,69.09,912,1320
29,32,Nick O'Hern,90,69.06,826,1196
30,28,Paul Goydos,79,69.02,742,1075
31,30,John Mallinger,90,68.82,821,1193
32,33,Justin Leonard,95,68.81,878,1276
33,34,Richard Johnson,85,68.63,805,1173
34,36,Tommy Armour III,58,68.61,553,806
35,31,Steve Elkington,70,68.56,665,970
36,35,Boo Weekley,79,68.37,737,1078
37,39,D.A. Points,99,68.36,886,1296
38,T37,Jeff Maggert,79,68.31,750,1098
39,40,Michael Allen,73,68.12,656,963
40,41,Bob Estes,78,67.99,739,1087
41,T37,Ben Crane,93,67.75,878,1296
42,50,Jeff Quinney,78,67.68,735,1086
43,42,K.J. Choi,65,67.67,607,897
44,59,Rick Price,54,67.47,450,667
45,44,Greg Owen,97,67.31,836,1242
46,45,Jason Dufner,90,67.28,804,1195
47,49,D.J. Trahan,96,67.19,901,1341
48,43,Briny Baird,89,67.15,795,1184
49,46,Kenny Perry,92,67.01,853,1273
50,48,Robert Allenby,71,66.94,656,980
51,57,Brian Davis,103,66.91,922,1378
52,51,Charlie Wi,92,66.9,857,1281
53,T52,Steve Stricker,81,66.82,735,1100
54,47,Chris DiMarco,97,66.8,865,1295
55,T52,Tim Petrovic,97,66.77,882,1321
56,56,Vaughn Taylor,88,66.61,780,1171
57,60,Kris Blanks,60,66.53,499,750
58,T52,Peter Lonard,86,66.52,759,1141
59,64,Jonathan Byrd,89,66.3,785,1184
60,55,Jason Gore,74,66.15,635,960
61,58,Marc Turnesa,77,66.14,711,1075
T62,67,Will MacKenzie,69,66.08,637,964
T62,61,Mathew Goggin,76,66.08,680,1029
64,65,Bob Heintz,59,66.01,505,765
65,62,Bryce Molder,69,66.0,563,853
66,63,Matt Kuchar,82,65.99,753,1141
67,68,John Rollins,92,65.85,808,1227
68,66,Bo Van Pelt,100,65.62,838,1277
69,69,Steve Lowery,83,65.54,757,1155
70,71,Lucas Glover,93,65.49,850,1298
71,72,Ryan Moore,89,65.46,775,1184
72,73,Cliff Kresge,78,65.33,654,1001
73,76,Stephen Ames,77,65.23,681,1044
74,74,Hunter Mahan,94,65.19,839,1287
75,75,Ian Poulter,59,65.18,511,784
76,77,Matt Weibring,65,64.88,534,823
77,79,Ernie Els,70,64.87,602,928
78,80,John Senden,100,64.83,905,1396
T79,81,Jerry Kelly,90,64.8,740,1142
T79,78,Justin Rose,71,64.8,635,980
81,82,Ben Curtis,63,64.75,562,868
82,70,Casey Wittenberg,71,64.69,566,875
83,T86,Todd Hamilton,83,64.6,730,1130
84,T86,Johnson Wagner,81,64.42,728,1130
85,85,Dean Wilson,81,64.33,689,1071
T86,83,Tiger Woods,64,64.29,558,868
T86,94,Tom Pernice Jr.,82,64.29,731,1137
88,90,Rocco Mediate,79,64.18,670,1044
T89,91,Ted Purdy,101,64.05,832,1299
T89,98,Rich Beem,77,64.05,613,957
91,T95,Nicholas Thompson,96,64.04,837,1307
92,93,Bill Lunde,83,64.0,720,1125
93,92,Charles Warren,63,63.9,508,795
T94,T95,Scott Sterling,51,63.87,380,595
T94,84,Peter Tomasulo,61,63.87,488,764
96,89,Aron Price,89,63.82,718,1125
97,99,Rod Pampling,72,63.81,633,992
98,100,Woody Austin,84,63.76,746,1170
99,101,Greg Chalmers,85,63.74,682,1070
100,102,Chris Stroud,88,63.73,745,1169
101,T95,Greg Kraft,51,63.58,419,659
102,88,Brian Vranesh,51,63.51,416,655
103,103,Chad Campbell,90,63.5,762,1200
T104,T104,Kevin Na,91,63.41,766,1208
T104,T104,Steve Marino,98,63.41,832,1312
106,106,Mike Weir,85,63.26,742,1173
107,107,Martin Laird,72,63.09,617,978
108,T110,Steve Flesch,77,63.01,673,1068
109,109,Pat Perez,74,62.89,632,1005
110,108,Bill Haas,91,62.81,760,1210
111,112,James Nitties,86,62.62,717,1145
112,113,Kevin Sutherland,96,62.59,828,1323
113,116,Ken Duke,87,62.51,757,1211
114,115,Luke Donald,79,62.5,665,1064
115,T110,Lee Janzen,74,62.39,589,944
116,119,David Mathis,82,62.37,658,1055
117,117,Kevin Stadler,65,62.3,494,793
118,120,Cameron Beckman,87,62.2,719,1156
119,129,Spencer Levin,75,62.13,612,985
120,114,Brendon Todd,53,62.03,441,711
121,118,Brendon de Jonge,90,61.86,738,1193
122,122,Ryuji Imada,85,61.62,732,1188
123,T123,Sean O'Hair,80,61.6,656,1065
124,121,Jarrod Lyle,65,61.59,489,794
125,T125,John Merrick,91,61.47,713,1160
126,T125,Camilo Villegas,76,61.31,629,1026
127,127,J.J. Henry,97,61.3,795,1297
128,128,Ryan Palmer,78,61.23,668,1091
129,131,Kevin Streelman,97,61.16,792,1295
130,132,Mark Calcavecchia,72,61.06,613,1004
131,130,Vijay Singh,71,60.89,590,969
132,133,Nathan Green,104,60.66,845,1393
133,135,Y.E. Yang,83,60.56,668,1103
134,134,Michael Letzig,96,60.53,773,1277
135,138,George McNeill,82,60.5,674,1114
136,137,Jason Day,61,60.22,445,739
137,139,Troy Matteson,95,60.03,760,1266
138,141,Sergio Garcia,59,59.61,484,812
139,142,Retief Goosen,74,59.59,606,1017
140,140,Webb Simpson,94,59.57,781,1311
141,143,Marc Leishman,91,59.44,721,1213
142,147,Stuart Appleby,79,59.1,643,1088
143,145,Davis Love III,89,58.97,720,1221
T144,146,Brad Faxon,59,58.92,482,818
T144,150,Brett Quigley,92,58.92,687,1166
146,149,Charles Howell III,99,58.87,747,1269
147,144,Freddie Jacobson,83,58.78,666,1133
148,151,Adam Scott,53,58.77,429,730
T149,152,Matt Bettencourt,98,58.58,799,1364
T149,153,Stewart Cink,79,58.58,601,1026
151,154,Geoff Ogilvy,78,58.4,591,1012
152,155,Ricky Barnes,67,58.3,481,825
153,159,Tim Herron,87,58.28,704,1208
154,156,Rory Sabbatini,81,57.89,646,1116
155,157,Nick Watney,86,57.81,692,1197
156,158,Charley Hoffman,97,57.59,778,1351
157,163,Carl Pettersson,86,57.55,694,1206
158,160,Joe Ogilvie,85,57.52,662,1151
159,162,Daniel Chopra,89,57.37,716,1248
160,164,Brad Adamonis,70,57.04,539,945
161,161,Robert Garrigus,83,56.86,626,1101
162,166,Derek Fathauer,63,56.62,449,793
163,165,Aaron Baddeley,66,56.48,514,910
164,168,Brian Bateman,55,56.4,432,766
165,167,Tag Ridings,50,56.14,343,611
166,169,Fred Couples,54,55.91,421,753
167,171,Scott Piercy,85,55.76,629,1128
168,170,Leif Olson,51,55.5,363,654
T169,175,Matt Jones,56,55.4,385,695
T169,172,Dustin Johnson,85,55.4,652,1177
171,174,Padraig Harrington,66,55.12,501,909
172,176,Harrison Frazar,93,54.32,673,1239
173,177,Parker McLachlin,71,54.29,538,991
174,178,Jeff Overton,92,53.87,661,1227
175,179,Anthony Kim,76,53.65,558,1040
176,180,Jimmy Walker,74,53.59,507,946
177,181,Gary Woodland,53,53.06,347,654
178,182,Bubba Watson,73,53.05,540,1018
179,183,Phil Mickelson,66,52.21,460,881
180,184,Andres Romero,58,51.62,414,802
181,185,Ángel Cabrera,55,51.46,389,756
182,186,Eric Axley,71,50.97,474,930
183,187,David Duval,56,50.9,397,780
184,188,J.B. Holmes,74,48.02,498,1037
