RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
158,161,Chez Reavie,99,287.0,45927,160
159,163,Andrew Landry,80,286.8,42445,148
T160,T166,Kevin Kisner,97,286.4,49265,172
T160,164,Rod Pampling,56,286.4,27496,96
162,165,Aaron Baddeley,55,286.3,31496,110
163,T166,K.H. Lee,92,286.2,45788,160
164,168,Pat Perez,68,286.1,28607,100
165,169,Graeme McDowell,75,285.9,38314,134
166,170,Freddie Jacobson,53,285.3,29101,102
167,171,C.T. Pan,84,285.0,39897,140
168,172,Ernie Els,51,284.7,23348,82
169,173,Whee Kim,73,284.3,34680,122
170,174,Kyle Jones,72,284.0,37484,132
171,175,Roberto Castro,76,283.8,40862,144
172,176,Johnson Wagner,64,283.4,32871,116
173,177,Brady Schnell,53,283.3,28898,102
174,178,Vaughn Taylor,93,282.9,51488,182
175,179,Henrik Stenson,58,282.7,28270,100
176,180,Satoshi Kodaira,67,282.3,31617,112
177,181,Ryan Moore,74,282.2,37251,132
178,182,Jonathan Byrd,55,281.6,27600,98
179,183,Andrew Putnam,81,281.5,36034,128
180,184,"Ted Potter, Jr.",73,281.4,35451,126
T181,T185,David Hearn,55,279.3,26258,94
T181,T185,Michael Kim,61,279.3,28489,102
183,187,Alex Cejka,58,278.0,27796,100
184,188,Ryan Armour,92,277.9,46694,168
185,189,Brian Stuard,98,276.6,47575,172
186,190,Jim Furyk,73,275.0,37397,136
187,191,Brian Gay,93,274.9,44537,162
188,192,Scott Langley,78,271.3,40147,148
