RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,1,Jeff Hart,63,75.97,645,849
2,2,Fred Funk,102,75.9,1071,1411
3,3,Omar Uresti,84,74.94,879,1173
4,4,Olin Browne,99,73.46,969,1319
5,5,Gavin Coles,70,73.44,719,979
6,6,Bart Bryant,91,73.0,933,1278
7,7,José Coceres,56,71.88,542,754
8,8,Brian Davis,75,71.73,751,1047
9,9,Scott Verplank,87,71.48,862,1206
10,10,Robert Damron,89,71.43,885,1239
11,11,Heath Slocum,103,71.25,984,1381
12,12,Paul Claxton,79,71.14,784,1102
13,13,Joe Durant,81,70.9,804,1134
14,14,Jay Williamson,53,70.77,523,739
15,15,Skip Kendall,80,70.63,767,1086
16,16,Jeff Maggert,79,70.54,728,1032
17,17,Kirk Triplett,55,70.43,512,727
18,18,Tom Byrum,83,70.28,816,1161
19,T19,Larry Mize,54,70.16,489,697
20,21,Jeff Brehaut,71,69.92,651,931
21,22,John Cook,72,69.85,681,975
22,T19,Billy Mayfair,114,69.75,1070,1534
T23,T23,Duffy Waldorf,86,69.27,798,1152
T23,T23,Darron Stiles,78,69.27,735,1061
25,25,Matt Kuchar,60,68.98,576,835
26,26,Doug Barron,70,68.88,673,977
27,27,David Hearn,68,68.53,649,947
28,28,Richard Johnson,50,68.49,476,695
29,29,Hidemichi Tanaka,106,68.45,972,1420
30,30,Jim Carter,62,68.22,571,837
31,31,Joey Sindelar,104,68.14,988,1450
32,37,Jim Furyk,94,68.07,887,1303
33,32,Jerry Kelly,101,68.02,938,1379
34,33,Loren Roberts,54,67.97,503,740
35,34,Stephen Leaney,89,67.92,811,1194
36,35,Mark Brooks,72,67.9,679,1000
37,36,Danny Briggs,70,67.86,644,949
38,38,Bradley Hughes,52,67.5,488,723
39,39,Alex Cejka,84,67.23,759,1129
40,40,Brian Gay,101,67.22,927,1379
41,41,Mark Wilson,74,67.21,654,973
42,42,Jeff Sluman,94,67.18,878,1307
43,43,Briny Baird,98,67.14,897,1336
44,44,Chris Riley,67,67.11,602,897
45,45,Corey Pavin,77,66.99,682,1018
46,46,Robert Gamez,91,66.98,846,1263
47,47,Zach Johnson,96,66.92,894,1336
48,50,Arron Oberholser,65,66.7,585,877
49,48,Mark Calcavecchia,92,66.51,838,1260
T50,T52,Tjaart van der Walt,56,66.28,517,780
T50,T52,Joey Snyder III,102,66.28,906,1367
52,54,Paul Gow,78,66.21,684,1033
53,55,Tommy Armour III,103,66.06,946,1432
54,56,John Senden,101,65.99,910,1379
55,49,David Toms,87,65.96,711,1078
56,57,Steve Elkington,67,65.91,613,930
57,58,Steve Jones,56,65.87,496,753
58,59,Phillip Price,77,65.81,668,1015
59,51,Tim Clark,92,65.77,803,1221
60,60,Rocco Mediate,73,65.75,666,1013
61,61,Kent Jones,99,65.6,885,1349
62,62,Jay Haas,54,65.59,467,712
63,63,Cameron Beckman,96,65.52,838,1279
64,64,Mario Tiziani,67,65.41,592,905
65,65,Jonathan Kaye,77,65.35,679,1039
66,66,Dean Wilson,86,65.19,779,1195
67,67,K.J. Choi,78,64.98,668,1028
68,68,Kevin Sutherland,89,64.94,789,1215
69,70,Matt Davidson,53,64.72,477,737
70,71,Roland Thatcher,75,64.6,657,1017
71,73,Craig Barlow,81,64.52,691,1071
72,T74,Tom Gillis,77,64.5,674,1045
73,76,Todd Fischer,99,64.47,871,1351
74,T74,Justin Leonard,78,64.39,680,1056
75,69,Luke Donald,67,64.34,545,847
76,77,Tom Lehman,69,64.29,605,941
77,78,Bob Estes,92,64.22,822,1280
78,79,Vaughn Taylor,99,64.21,888,1383
79,80,Charles Warren,89,64.16,777,1211
80,81,J.L. Lewis,98,63.95,871,1362
81,82,Chris Anderson,66,63.7,551,865
T82,T83,Bob Tway,87,63.69,742,1165
T82,T83,Mike Weir,71,63.69,591,928
84,85,John Rollins,97,63.68,845,1327
85,86,Justin Rose,99,63.67,843,1324
86,87,D.A. Points,94,63.59,798,1255
87,89,Harrison Frazar,105,63.49,894,1408
88,90,Ben Curtis,65,63.41,577,910
89,72,Kenny Perry,82,63.4,712,1123
90,91,Billy Andrade,83,63.38,732,1155
91,88,Ted Purdy,122,63.35,1084,1711
92,92,Matt Gogel,78,63.3,671,1060
93,93,Mathias Grönberg,60,63.2,510,807
94,94,D.J. Brigman,76,63.08,634,1005
95,95,Bill Glasson,54,63.03,457,725
96,96,Brent Geiberger,61,63.02,518,822
97,97,Steve Flesch,90,62.93,752,1195
98,98,Bo Van Pelt,112,62.9,985,1566
99,99,Tom Pernice Jr.,111,62.88,940,1495
100,100,Marco Dawson,82,62.81,716,1140
101,101,Frank Lickliter II,100,62.8,839,1336
102,102,Mark Hensby,70,62.66,604,964
103,103,Joe Ogilvie,103,62.44,866,1387
104,104,Michael Long,72,62.36,608,975
105,105,John Huston,90,62.34,745,1195
106,107,Steve Lowery,100,62.29,834,1339
T107,T108,Glen Day,80,62.28,677,1087
