RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
53,51,Russ Cochran,61,66.76,733,1098,-0.22
T54,T54,Loren Roberts,81,66.6,947,1422,-0.28
T54,T54,Brian Bateman,84,66.6,959,1440,-0.28
56,56,J.J. Henry,103,66.56,1234,1854,-0.25
57,57,Jonathan Kaye,79,66.52,910,1368,-0.24
T58,T59,John Cook,57,66.46,634,954,-0.23
T58,T59,J.L. Lewis,106,66.46,1268,1908,-0.27
60,63,John Daly,79,66.39,944,1422,-0.32
61,52,Stewart Cink,103,66.38,1159,1746,-0.3
62,64,Fred Couples,54,66.35,621,936,-0.26
63,65,Pat Bates,99,66.27,1157,1746,-0.22
64,66,Jeff Brehaut,106,66.24,1240,1872,-0.23
65,67,David Branshaw,84,66.19,977,1476,-0.24
T66,T68,Jason Dufner,79,66.17,941,1422,-0.26
T66,T68,Pat Perez,102,66.17,1191,1800,-0.26
T66,T68,Notah Begay III,71,66.17,798,1206,-0.26
69,71,Rod Pampling,98,66.13,1119,1692,-0.29
70,72,Steve Elkington,64,66.12,726,1098,-0.24
71,73,Hidemichi Tanaka,89,66.1,1059,1602,-0.24
72,74,Jesper Parnevik,86,66.09,1023,1548,-0.28
73,75,Justin Leonard,90,66.08,1011,1530,-0.26
74,76,Charles Howell III,104,66.06,1201,1818,-0.24
75,77,Billy Mayfair,109,66.03,1248,1890,-0.21
76,79,Neal Lancaster,106,65.86,1221,1854,-0.26
77,78,K.J. Choi,83,65.85,972,1476,-0.26
78,80,Brett Quigley,102,65.82,1161,1764,-0.26
79,81,Tim Clark,84,65.81,995,1512,-0.26
80,82,D.J. Brigman,79,65.79,900,1368,-0.23
81,T84,Steve Flesch,109,65.77,1243,1890,-0.27
82,83,Robert Gamez,103,65.75,1219,1854,-0.27
83,88,Ernie Els,62,65.61,685,1044,-0.32
84,T61,Adam Scott,55,65.6,614,936,-0.3
85,T84,Brent Geiberger,94,65.57,1074,1638,-0.27
T86,86,Rocco Mediate,53,65.51,566,864,-0.24
T86,93,Fred Funk,97,65.51,1132,1728,-0.26
88,87,Ryan Palmer,103,65.5,1179,1800,-0.28
89,89,Jay Williamson,100,65.42,1154,1764,-0.25
90,90,Scott McCarron,88,65.37,1012,1548,-0.28
T91,T91,Dudley Hart,60,65.33,682,1044,-0.25
T91,T91,Matt Kuchar,83,65.33,976,1494,-0.24
93,94,Bernhard Langer,59,65.25,646,990,-0.24
94,95,Harrison Frazar,86,65.24,963,1476,-0.32
95,107,Mike Weir,75,65.14,856,1314,-0.28
96,96,Tim Herron,84,65.13,973,1494,-0.25
97,99,Stuart Appleby,84,65.1,914,1404,-0.28
98,97,Tommy Armour III,87,65.07,1019,1566,-0.24
99,98,Steve Pate,71,65.06,808,1242,-0.24
100,108,Rory Sabbatini,89,64.92,1005,1548,-0.25
101,100,Patrick Sheehan,113,64.91,1297,1998,-0.27
102,101,Spike McRoy,93,64.9,1063,1638,-0.22
103,102,Mark Calcavecchia,79,64.89,911,1404,-0.27
104,103,Stephen Leaney,84,64.81,875,1350,-0.22
105,104,Frank Lickliter II,89,64.79,1003,1548,-0.28
106,105,Bob Tway,90,64.77,991,1530,-0.23
107,106,Kevin Na,100,64.7,1118,1728,-0.25
T108,109,Carl Pettersson,100,64.55,1127,1746,-0.31
T108,112,Shigeki Maruyama,93,64.55,1069,1656,-0.29
110,110,Jay Delsing,76,64.54,848,1314,-0.25
111,111,Richard Johnson,102,64.49,1184,1836,-0.27
112,113,Rich Barcelo,67,64.44,754,1170,-0.23
113,114,Freddie Jacobson,83,64.38,927,1440,-0.3
114,115,Billy Andrade,104,64.37,1205,1872,-0.26
115,116,Michael Allen,87,64.25,983,1530,-0.28
T116,T117,Davis Love III,85,64.22,867,1350,-0.29
T116,T117,Tag Ridings,53,64.22,578,900,-0.29
118,119,Ben Crane,92,64.19,1063,1656,-0.29
119,120,Bob Estes,73,64.16,820,1278,-0.27
120,T132,Darren Clarke,54,64.0,553,864,-0.3
121,121,David Peoples,82,63.96,921,1440,-0.25
122,122,Daniel Chopra,108,63.94,1220,1908,-0.3
123,123,Steve Lowery,91,63.92,1024,1602,-0.28
124,124,Todd Fischer,104,63.89,1173,1836,-0.26
125,125,Danny Ellis,81,63.85,885,1386,-0.28
126,126,Robert Damron,92,63.83,1057,1656,-0.24
127,127,Alex Cejka,76,63.81,804,1260,-0.25
128,128,David Frost,78,63.75,895,1404,-0.22
129,129,Rich Beem,81,63.71,883,1386,-0.24
T130,T130,Hunter Mahan,94,63.65,1077,1692,-0.27
T130,T130,Tom Byrum,83,63.65,951,1494,-0.25
132,T132,Grant Waite,79,63.64,882,1386,-0.24
133,134,J.P. Hayes,79,63.63,859,1350,-0.25
134,135,Blaine McCallister,68,63.56,778,1224,-0.22
135,136,Kevin Sutherland,86,63.51,926,1458,-0.24
136,137,Tim Petrovic,111,63.45,1222,1926,-0.26
137,138,Deane Pappas,72,63.41,799,1260,-0.27
138,139,Ben Curtis,56,63.35,593,936,-0.21
139,140,Tripp Isenhour,55,63.31,604,954,-0.24
140,141,José Coceres,68,63.28,729,1152,-0.27
141,T142,Mark Hensby,97,63.26,1059,1674,-0.3
142,T142,Matt Gogel,86,63.23,956,1512,-0.28
143,144,Roger Tambellini,81,63.18,887,1404,-0.25
144,146,Mathias Grönberg,91,63.15,989,1566,-0.24
145,147,Joe Ogilvie,104,63.07,1158,1836,-0.28
146,148,Dan Forsman,79,63.06,874,1386,-0.22
T147,T149,Paul Azinger,75,63.04,851,1350,-0.3
T147,T149,Craig Perks,75,63.04,817,1296,-0.23
149,151,Andre Stolz,53,63.0,601,954,-0.25
150,152,Dennis Paulson,71,62.99,805,1278,-0.28
151,153,Brenden Pappas,111,62.96,1224,1944,-0.29
152,154,Craig Bowden,83,62.92,940,1494,-0.24
T153,T155,Tom Carter,113,62.88,1245,1980,-0.25
T153,T155,Peter Lonard,68,62.88,747,1188,-0.21
155,157,Hank Kuehne,91,62.86,1007,1602,-0.29
156,158,Mike Heinen,53,62.79,599,954,-0.28
157,145,Todd Hamilton,92,62.69,993,1584,-0.25
158,159,Skip Kendall,99,62.68,1117,1782,-0.25
159,160,Scott Hend,81,62.66,891,1422,-0.27
T160,T161,Omar Uresti,85,62.61,958,1530,-0.22
T160,T161,Dicky Pride,66,62.61,710,1134,-0.2
162,163,John Rollins,90,62.55,957,1530,-0.26
163,164,Arjun Atwal,85,62.52,934,1494,-0.27
164,165,José María Olazábal,56,62.5,585,936,-0.27
165,166,Chris Riley,78,62.46,832,1332,-0.25
166,167,Mark O'Meara,58,62.45,652,1044,-0.25
167,168,Bob Burns,88,62.27,964,1548,-0.25
168,169,Corey Pavin,83,62.1,883,1422,-0.27
169,170,Scott Simpson,55,62.02,614,990,-0.22
170,171,Brian Kortan,65,62.01,692,1116,-0.2
171,172,Gene Sauers,83,62.0,904,1458,-0.25
172,173,Kris Cox,73,61.97,792,1278,-0.24
173,174,Dean Wilson,99,61.95,1104,1782,-0.29
174,175,Ken Duke,89,61.88,969,1566,-0.25
175,176,Tommy Tolles,67,61.86,746,1206,-0.27
176,177,Glen Day,101,61.78,1101,1782,-0.28
177,178,Brian Gay,96,61.52,1041,1692,-0.29
178,179,Dan Olsen,75,61.49,808,1314,-0.28
179,180,Niclas Fasth,61,61.48,664,1080,-0.23
180,181,Jonathan Byrd,85,61.38,917,1494,-0.29
181,182,Brad Faxon,94,61.36,983,1602,-0.27
182,183,Guy Boros,64,61.28,706,1152,-0.23
183,184,Chris Couch,55,60.81,602,990,-0.29
184,185,Craig Parry,52,60.67,546,900,-0.23
185,186,Greg Chalmers,70,60.56,763,1260,-0.32
186,187,Cliff Kresge,89,60.54,948,1566,-0.23
187,188,Hirofumi Miyase,65,60.41,685,1134,-0.21
T188,T189,David Morland IV,73,60.12,790,1314,-0.24
T188,T189,Esteban Toledo,92,60.12,974,1620,-0.23
190,191,Mark Brooks,72,59.84,754,1260,-0.23
191,192,Steve Stricker,81,59.33,833,1404,-0.29
T192,T193,Nick Price,51,59.11,532,900,-0.28
T192,T193,Len Mattiace,75,59.11,798,1350,-0.23
T192,T193,Kevin Muncrief,50,59.11,532,900,-0.23
195,196,Aaron Baddeley,87,58.17,890,1530,-0.28
196,197,David Gossett,57,54.68,561,1026,-0.17
